id,item_id,dept_id,cat_id,store_id,state_id,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60,d_61,d_62,d_63,d_64,d_65,d_66,d_67,d_68,d_69,d_70,d_71,d_72,d_73,d_74,d_75,d_76,d_77,d_78,d_79,d_80,d_81,d_82,d_83,d_84,d_85,d_86,d_87,d_88,d_89,d_90,d_91,d_92,d_93,d_94,d_95,d_96,d_97,d_98,d_99,d_100,d_101,d_102,d_103,d_104,d_105,d_106,d_107,d_108,d_109,d_110,d_111,d_112,d_113,d_114,d_115,d_116,d_117,d_118,d_119,d_120,d_121,d_122,d_123,d_124,d_125,d_126,d_127,d_128,d_129,d_130,d_131,d_132,d_133,d_134,d_135,d_136,d_137,d_138,d_139,d_140,d_141,d_142,d_143,d_144,d_145,d_146,d_147,d_148,d_149,d_150,d_151,d_152,d_153,d_154,d_155,d_156,d_157,d_158,d_159,d_160,d_161,d_162,d_163,d_164,d_165,d_166,d_167,d_168,d_169,d_170,d_171,d_172,d_173,d_174,d_175,d_176,d_177,d_178,d_179,d_180,d_181,d_182,d_183,d_184,d_185,d_186,d_187,d_188,d_189,d_190,d_191,d_192,d_193,d_194,d_195,d_196,d_197,d_198,d_199,d_200,d_201,d_202,d_203,d_204,d_205,d_206,d_207,d_208,d_209,d_210,d_211,d_212,d_213,d_214,d_215,d_216,d_217,d_218,d_219,d_220,d_221,d_222,d_223,d_224,d_225,d_226,d_227,d_228,d_229,d_230,d_231,d_232,d_233,d_234,d_235,d_236,d_237,d_238,d_239,d_240,d_241,d_242,d_243,d_244,d_245,d_246,d_247,d_248,d_249,d_250,d_251,d_252,d_253,d_254,d_255,d_256,d_257,d_258,d_259,d_260,d_261,d_262,d_263,d_264,d_265,d_266,d_267,d_268,d_269,d_270,d_271,d_272,d_273,d_274,d_275,d_276,d_277,d_278,d_279,d_280,d_281,d_282,d_283,d_284,d_285,d_286,d_287,d_288,d_289,d_290,d_291,d_292,d_293,d_294,d_295,d_296,d_297,d_298,d_299,d_300,d_301,d_302,d_303,d_304,d_305,d_306,d_307,d_308,d_309,d_310,d_311,d_312,d_313,d_314,d_315,d_316,d_317,d_318,d_319,d_320,d_321,d_322,d_323,d_324,d_325,d_326,d_327,d_328,d_329,d_330,d_331,d_332,d_333,d_334,d_335,d_336,d_337,d_338,d_339,d_340,d_341,d_342,d_343,d_344,d_345,d_346,d_347,d_348,d_349,d_350,d_351,d_352,d_353,d_354,d_355,d_356,d_357,d_358,d_359,d_360,d_361,d_362,d_363,d_364,d_365
HOBBIES_2_001_CA_2_validation,HOBBIES_2_001,HOBBIES_2,HOBBIES,CA_2,CA,5,5,7,9,3,7,5,5,4,10,13,6,6,7,5,4,6,10,14,8,5,5,5,6,7,10,6,6,8,5,8,8,10,9,8,6,5,8,10,10,6,6,5,6,9,9,7,7,7,6,5,7,13,10,8,5,7,6,7,11,12,5,5,6,5,8,11,10,7,6,8,6,10,13,8,8,5,8,6,8,8,8,7,6,5,7,8,8,11,5,4,6,4,8,12,11,8,5,5,6,8,8,9,8,7,6,7,6,12,11,8,7,5,6,7,11,8,7,6,7,6,11,11,8,9,7,6,5,7,9,7,9,7,6,5,10,7,10,9,4,7,5,9,10,11,9,10,6,7,9,12,13,6,6,6,5,8,12,12,7,8,4,9,9,10,11,7,4,7,7,10,12,12,8,7,6,6,8,12,12,7,5,9,5,10,12,10,9,5,9,10,11,9,5,9,5,6,8,12,15,11,9,4,5,6,10,10,12,6,7,7,7,8,11,7,8,9,6,5,10,17,15,9,8,9,7,10,11,16,9,7,6,4,6,10,13,9,5,6,7,12,9,12,7,7,5,7,8,11,13,10,6,7,8,9,13,10,8,6,10,6,8,9,11,7,6,8,7,7,14,11,10,10,5,8,13,13,13,9,9,8,4,9,12,13,11,7,5,7,8,11,17,7,5,8,8,11,14,12,9,9,10,5,8,14,12,5,7,8,7,9,18,11,9,8,8,7,5,10,11,10,7,6,8,12,9,12,4,7,10,7,7,9,9,8,5,8,8,9,18,11,11,6,8,8,8,13,10,8,8,5,8,11,12,12,7,6,7,8,10,12,13,7,6,7
HOBBIES_2_002_CA_2_validation,HOBBIES_2_002,HOBBIES_2,HOBBIES,CA_2,CA,4,7,7,6,5,9,8,5,6,8,12,7,5,8,4,5,7,11,9,6,5,4,5,9,9,11,8,7,5,5,10,11,9,9,7,4,5,9,13,13,7,7,5,4,5,11,11,8,6,7,9,6,5,10,8,4,7,5,8,8,7,5,7,5,6,8,7,9,7,8,8,4,8,5,11,9,3,5,4,7,9,9,9,6,5,5,7,10,8,8,8,4,6,10,9,12,7,5,4,7,9,14,11,7,7,6,5,7,7,8,7,3,5,7,10,9,9,6,6,8,8,5,9,6,7,6,7,7,9,7,10,5,9,6,4,7,11,11,10,7,6,7,9,11,12,7,7,4,8,7,14,9,8,7,6,7,11,15,12,6,5,8,5,10,11,13,8,7,9,7,10,9,8,7,5,6,7,10,10,17,10,7,8,5,9,10,8,9,7,7,6,7,15,11,7,5,9,7,9,8,14,7,6,7,7,8,3,11,10,6,9,7,10,9,11,9,7,8,6,8,10,10,8,7,6,8,12,8,14,9,6,6,7,6,11,12,7,5,7,10,8,10,10,11,5,8,6,8,9,10,7,7,3,4,10,15,18,10,7,4,7,6,10,13,9,6,4,7,10,16,5,9,9,6,4,8,12,10,9,10,7,8,9,13,11,9,8,8,7,3,14,7,7,4,10,7,9,16,13,9,8,7,5,11,12,7,10,8,10,7,7,8,14,9,6,6,9,11,15,12,7,11,7,8,12,13,9,8,9,8,9,12,10,15,7,9,11,7,6,12,17,8,10,6,6,9,18,11,5,12,8,8,7,13,12,7,9,5,6,13,11,11,9,7,9
HOBBIES_2_003_CA_2_validation,HOBBIES_2_003,HOBBIES_2,HOBBIES,CA_2,CA,9,8,11,12,13,10,12,7,9,10,16,12,12,7,8,8,9,15,15,10,10,7,6,12,12,8,8,11,10,6,8,13,16,9,8,7,7,13,14,12,11,9,10,7,12,17,17,8,9,6,6,11,8,14,11,9,7,8,16,13,11,5,11,6,8,16,16,14,9,10,9,9,6,16,15,16,9,9,9,12,11,16,8,10,7,8,10,14,13,11,9,10,7,13,12,19,11,8,12,9,10,15,11,8,12,7,6,13,20,17,16,14,7,8,8,11,17,11,12,7,7,13,19,9,10,10,11,10,12,11,9,10,9,8,10,9,13,18,9,10,9,9,14,17,10,8,10,7,10,13,10,20,10,9,10,9,15,12,18,13,8,10,11,14,16,17,13,9,10,10,13,14,16,10,11,12,10,10,17,7,11,12,10,9,18,10,10,13,12,12,8,10,13,16,9,13,10,8,11,11,13,10,11,10,7,10,16,9,11,13,9,9,13,12,21,11,10,8,11,9,21,14,10,9,14,6,12,12,10,15,11,8,11,12,15,17,11,8,11,9,15,15,19,12,13,12,12,13,18,15,10,15,9,11,15,18,15,12,9,10,7,15,16,13,9,11,10,9,15,19,16,10,9,7,9,15,13,14,12,12,7,14,16,15,13,13,12,8,8,11,18,17,18,6,9,9,15,20,16,16,9,9,7,13,17,19,17,15,8,10,16,20,24,12,12,16,11,12,14,17,16,14,9,10,13,18,20,13,13,12,9,18,14,12,12,9,12,16,18,15,13,16,9,9,11,13,19,16,13,14,12,12,16,21,17,9,11,12,11,16,26,15,12,15,11
HOBBIES_2_004_CA_2_validation,HOBBIES_2_004,HOBBIES_2,HOBBIES,CA_2,CA,37,36,33,80,52,40,31,37,24,63,71,62,29,37,42,36,35,49,48,35,47,21,36,33,46,31,36,48,36,25,54,71,54,58,43,39,27,51,60,59,35,38,29,19,55,40,55,44,40,33,35,50,67,73,44,38,29,36,52,57,61,39,43,42,40,47,47,48,47,57,33,37,41,48,48,25,49,20,32,36,49,71,45,31,32,29,47,62,78,26,38,34,41,51,68,60,35,49,43,41,60,66,74,47,38,37,35,43,82,61,45,43,60,27,40,45,55,46,36,33,36,44,66,71,51,47,46,38,48,53,54,40,46,41,41,38,81,54,35,37,58,33,46,61,57,38,42,47,39,39,59,53,46,52,38,36,68,76,67,64,45,23,43,34,71,39,42,38,33,34,62,56,67,37,40,42,30,38,72,75,46,38,41,38,54,32,48,39,44,41,42,55,49,79,59,32,43,33,54,81,88,55,45,38,39,67,66,51,32,47,43,33,64,62,61,48,40,43,47,41,74,65,50,51,42,42,61,61,67,46,43,39,43,55,74,63,33,44,42,41,48,52,72,46,46,39,39,49,56,71,43,46,46,35,41,104,58,56,62,49,37,54,58,77,56,40,34,29,66,72,68,42,32,51,41,66,65,63,58,52,50,38,63,87,65,46,58,38,46,56,45,82,23,28,48,45,49,74,33,59,49,43,41,62,72,42,75,58,33,38,54,89,38,47,30,42,38,58,64,58,59,51,49,40,51,72,75,29,51,47,43,56,36,63,72,48,42,42,63,84,66,58,64,54,63,51,100,58,57,55,41,43,70,65,93,39,67,55,42,54,68,68,53,61,64
HOBBIES_2_005_CA_2_validation,HOBBIES_2_005,HOBBIES_2,HOBBIES,CA_2,CA,4,5,6,7,8,3,6,5,4,5,6,5,4,3,2,4,6,10,9,5,5,6,4,6,7,8,6,5,6,4,6,11,8,5,5,7,5,7,8,8,6,4,5,3,6,12,8,5,5,4,5,5,10,8,5,6,7,4,8,9,8,7,5,5,5,5,9,7,8,5,4,6,6,6,9,8,6,4,5,6,12,7,6,6,4,5,6,11,8,6,5,5,5,8,10,6,7,6,5,3,7,8,9,7,7,4,7,8,10,11,7,7,5,6,9,11,6,6,7,6,5,8,7,10,7,6,5,5,7,8,11,4,4,6,4,4,11,11,5,3,4,4,10,8,10,7,7,5,5,7,10,11,9,5,6,6,8,13,8,6,7,6,6,7,11,7,6,2,5,6,7,8,11,7,8,7,5,10,9,7,9,7,7,6,10,8,8,6,6,4,5,9,8,7,6,7,4,8,5,8,11,8,7,5,5,6,9,10,5,4,7,5,9,9,10,10,5,5,4,11,10,11,3,7,5,7,9,9,12,9,8,7,5,8,9,10,6,6,9,6,7,8,9,8,6,6,6,8,11,11,7,6,6,6,10,9,9,6,4,4,4,7,11,7,7,7,5,5,6,8,12,8,9,5,7,7,9,15,6,9,6,4,6,11,7,7,4,7,4,8,7,12,4,6,7,6,6,7,11,7,5,7,5,7,9,8,6,7,8,4,8,10,11,9,6,5,7,5,6,15,6,6,7,6,10,13,7,9,7,7,6,4,10,8,6,6,7,6,9,10,11,7,8,7,6,7,11,11,8,6,5,6,7,10,11,8,5,7,9,10,10,13,11,8,4
HOBBIES_2_006_CA_2_validation,HOBBIES_2_006,HOBBIES_2,HOBBIES,CA_2,CA,12,10,14,20,19,8,10,11,12,14,23,18,14,11,11,11,13,22,20,16,9,8,11,14,19,13,9,12,9,12,12,15,9,16,13,8,6,13,22,15,12,14,9,9,15,17,14,15,13,13,10,9,19,13,8,11,11,14,11,21,12,17,10,10,10,17,13,17,12,18,9,5,20,21,15,13,10,7,10,14,20,14,11,11,9,13,18,17,20,10,11,15,12,16,18,18,10,12,13,11,15,17,15,11,12,14,9,15,20,22,14,9,17,13,17,17,17,10,12,12,11,21,23,22,16,13,13,7,15,14,14,18,10,9,12,16,22,25,16,9,14,11,16,13,21,11,14,10,13,12,14,17,15,10,13,14,12,21,21,14,13,9,13,16,21,27,14,14,16,12,14,23,17,18,15,10,9,17,22,14,17,15,13,14,13,17,19,13,15,15,10,14,25,16,14,11,11,8,21,26,17,17,10,14,10,21,24,18,14,14,10,15,18,26,10,15,14,13,12,16,32,21,16,16,12,9,20,20,26,20,7,13,15,11,24,23,15,14,16,9,20,24,26,13,18,9,12,13,26,17,19,9,12,17,15,27,24,12,15,18,12,15,24,20,11,14,12,12,9,24,14,18,18,8,16,17,28,25,11,12,18,10,19,19,17,16,21,16,10,19,14,11,17,17,18,14,18,22,24,12,13,10,12,15,19,19,17,19,15,12,20,24,22,16,20,14,12,15,28,17,21,9,18,15,17,20,27,23,13,16,16,21,24,20,18,9,18,9,15,22,18,13,20,20,18,22,36,21,16,15,19,15,26,24,16,15,19,13,14,20,33,27,20,16,12
HOBBIES_2_007_CA_2_validation,HOBBIES_2_007,HOBBIES_2,HOBBIES,CA_2,CA,20,26,23,37,41,28,27,24,38,37,52,42,35,17,37,22,45,58,27,34,32,29,26,33,40,53,36,31,19,25,36,55,28,26,41,24,17,32,40,50,38,24,27,30,42,38,36,49,29,38,28,46,54,46,35,23,28,24,35,45,46,39,30,35,25,39,74,34,32,20,31,28,39,40,39,35,22,35,20,37,45,41,24,31,23,29,33,49,29,42,39,27,44,45,47,42,30,28,30,28,28,64,54,49,35,37,21,45,32,38,54,30,31,33,40,40,38,42,35,36,33,41,51,49,34,31,34,38,27,77,55,40,26,27,33,43,38,40,31,28,33,23,47,37,58,60,39,28,27,32,64,50,24,24,20,35,33,62,44,44,32,38,25,36,48,58,30,30,31,33,39,60,42,46,40,29,35,33,56,42,41,33,28,21,41,67,53,26,33,41,29,34,74,40,37,31,37,34,35,47,52,41,34,31,23,59,62,51,47,34,28,34,45,74,44,32,51,42,36,38,61,38,36,27,29,24,50,76,62,46,34,35,25,33,40,40,46,42,28,34,55,55,45,37,47,34,46,39,51,38,50,37,28,30,49,48,57,48,34,22,31,41,43,60,46,39,32,34,40,66,49,39,36,59,26,41,40,57,56,36,31,33,56,75,43,47,37,46,49,63,47,46,57,37,30,24,48,54,60,44,29,30,40,57,55,57,34,38,44,46,46,56,40,38,38,35,30,59,65,54,49,39,48,29,51,35,52,45,36,29,30,38,60,66,40,53,39,20,51,61,73,44,37,53,20,45,65,53,25,43,34,34,61,66,50,48,36,35,41,43,69,55,40,36,33
HOBBIES_2_008_CA_2_validation,HOBBIES_2_008,HOBBIES_2,HOBBIES,CA_2,CA,16,20,18,29,19,24,19,17,14,13,35,29,17,18,12,9,21,22,22,19,13,16,12,25,26,27,12,19,21,16,23,26,27,25,25,17,12,24,20,22,17,25,21,19,25,22,27,27,19,20,10,25,22,24,25,19,19,15,13,22,29,21,24,17,13,22,34,17,21,13,17,18,24,36,27,22,20,14,15,11,30,12,24,24,19,18,28,26,20,20,15,17,17,20,24,15,20,17,16,19,32,27,29,22,23,14,13,19,16,27,16,19,9,16,22,26,33,17,20,15,22,22,33,31,26,19,13,18,24,11,18,24,24,17,20,24,30,27,21,20,16,21,19,40,27,21,17,20,16,21,34,35,17,22,23,11,20,38,30,29,19,16,22,20,29,31,25,16,19,16,16,28,19,19,15,21,18,32,25,29,17,17,17,25,26,30,35,25,20,21,16,39,39,27,26,22,20,20,20,29,39,23,17,18,16,29,28,30,19,29,22,20,28,29,39,22,28,18,21,26,34,20,18,27,14,21,38,36,43,26,22,21,18,24,29,33,33,27,20,21,25,42,20,32,18,18,14,26,28,38,26,18,16,16,21,31,25,29,19,22,21,16,38,20,20,24,20,17,17,40,34,20,17,24,20,19,28,43,29,21,20,10,33,31,26,28,19,13,21,18,33,33,23,20,27,25,22,30,28,24,21,28,19,21,30,34,23,23,20,22,26,26,30,35,28,16,27,28,31,30,25,27,22,21,34,32,34,27,23,23,17,33,31,35,26,19,28,27,22,41,32,22,24,25,21,26,45,42,22,23,14,23,35,38,26,34,32,20,22,33,41,33,35,16,15
HOBBIES_2_009_CA_2_validation,HOBBIES_2_009,HOBBIES_2,HOBBIES,CA_2,CA,21,23,39,46,42,46,34,33,25,38,42,50,32,31,29,26,58,40,37,38,26,26,21,40,52,41,38,19,24,26,28,30,41,38,38,25,31,42,59,41,21,31,23,23,35,45,46,39,28,31,27,45,46,44,32,30,24,22,44,38,42,42,29,34,24,30,33,57,27,36,24,35,56,32,36,40,35,34,25,54,51,35,33,24,40,24,43,45,40,22,36,38,23,27,58,31,44,26,24,30,31,43,50,18,43,31,21,32,61,53,46,28,33,31,46,63,41,36,29,31,33,27,63,37,34,41,33,31,31,41,57,32,30,37,23,43,52,48,33,29,25,33,35,63,46,29,32,29,36,38,50,63,41,45,40,25,50,69,64,45,41,30,25,39,35,63,36,43,24,37,38,40,66,47,36,33,33,44,45,46,54,53,43,34,40,46,43,34,50,45,36,34,64,48,22,37,27,26,41,49,51,38,22,44,25,35,52,50,51,37,37,33,46,59,31,38,44,61,24,47,49,73,29,40,24,30,44,68,41,45,36,36,38,33,66,46,49,39,33,28,52,71,47,31,42,24,24,35,52,39,25,28,39,24,42,80,53,44,30,50,29,43,73,52,42,35,33,35,51,51,46,36,27,24,35,54,69,28,40,29,36,30,52,59,34,34,38,36,24,32,60,39,28,34,32,28,40,60,47,43,35,37,40,55,75,65,45,35,33,28,47,69,48,43,33,38,30,40,52,62,42,35,39,32,58,49,54,31,36,24,40,55,71,57,36,33,48,45,49,55,73,38,41,47,29,56,68,57,35,34,40,25,50,69,69,32,50,50,38,39,58,57,47,40,40
HOBBIES_2_010_CA_2_validation,HOBBIES_2_010,HOBBIES_2,HOBBIES,CA_2,CA,22,21,25,34,37,26,28,27,21,31,22,37,33,20,26,19,26,49,35,32,15,20,25,31,37,40,23,31,22,18,26,38,33,30,24,22,23,27,43,38,29,23,20,26,34,31,33,35,30,18,22,33,47,37,31,30,29,22,31,33,35,26,24,23,26,33,29,41,25,20,18,23,38,38,44,29,14,27,20,26,45,38,28,26,20,31,33,42,37,19,22,18,17,22,36,38,21,30,26,22,46,39,44,31,34,30,22,31,30,39,33,26,32,24,41,40,30,26,26,21,16,19,51,42,32,28,23,28,21,24,38,31,22,17,27,30,48,50,20,28,27,28,30,43,46,33,36,21,25,33,41,45,31,22,31,27,44,50,38,30,34,22,20,36,30,43,34,26,34,30,29,50,49,32,26,20,22,27,52,39,35,35,28,31,32,48,43,27,27,35,23,23,41,35,35,32,29,23,36,42,29,31,44,21,16,45,49,44,30,30,28,33,42,51,36,34,25,34,22,35,36,38,29,28,23,32,35,41,49,47,27,26,22,41,55,42,30,33,32,35,32,54,44,21,39,30,30,44,52,35,38,33,19,36,34,56,41,30,30,41,38,33,59,44,47,37,30,27,42,52,34,35,26,26,33,39,43,33,29,30,39,21,40,52,56,35,33,36,23,44,35,45,33,26,35,33,46,52,34,32,37,35,34,41,47,27,41,31,22,32,49,58,52,42,14,40,23,33,45,42,46,35,26,25,58,53,42,24,21,23,29,48,56,57,40,24,33,31,38,47,45,25,23,46,21,25,43,51,40,26,31,26,41,48,40,31,18,29,28,28,47,45,23,28,26
HOUSEHOLD_3_001_CA_2_validation,HOUSEHOLD_3_001,HOUSEHOLD_3,HOUSEHOLD,CA_2,CA,19,26,33,41,34,30,25,32,24,29,43,39,30,32,25,22,25,44,51,30,25,22,16,43,48,47,33,24,25,22,32,41,50,44,23,26,26,28,45,44,31,32,27,11,28,58,46,13,20,31,23,16,55,48,27,36,23,22,32,28,46,36,26,31,17,41,49,37,35,24,34,29,39,42,49,41,39,25,31,47,44,55,34,24,24,19,36,45,45,42,30,27,26,23,53,42,34,29,29,20,37,42,44,27,33,29,20,44,43,41,39,37,26,28,43,60,45,37,25,20,30,32,39,51,33,32,22,22,51,42,43,36,24,37,28,36,59,54,49,29,43,31,52,59,40,29,20,18,24,49,44,40,40,26,41,27,46,48,46,44,33,39,24,29,32,58,42,30,32,35,38,32,30,28,33,25,35,29,44,30,33,32,37,30,46,61,51,30,35,40,27,45,57,44,43,30,34,28,41,61,29,41,38,28,29,33,43,51,57,38,26,34,46,34,45,36,34,31,31,33,49,46,46,29,30,28,55,60,40,41,27,34,38,25,42,51,35,35,32,20,47,39,52,35,51,32,33,47,57,50,31,34,20,34,67,56,54,26,29,39,22,36,60,59,38,36,34,23,42,57,50,24,46,26,32,46,50,53,33,51,31,37,34,63,44,28,28,28,32,69,86,48,47,27,19,32,49,65,63,37,36,39,39,36,58,59,41,31,34,35,37,43,74,42,43,36,39,45,63,41,26,33,24,18,47,37,63,52,26,37,45,41,64,79,27,29,39,47,39,86,55,25,49,32,36,30,49,38,28,38,39,29,32,43,58,42,40,46,37,50,86,51,62,48,33
HOUSEHOLD_3_002_CA_2_validation,HOUSEHOLD_3_002,HOUSEHOLD_3,HOUSEHOLD,CA_2,CA,6,5,8,12,9,6,5,6,5,9,11,7,7,9,4,5,9,9,8,6,5,5,6,5,10,11,7,5,6,4,8,9,9,9,8,7,4,6,11,10,4,7,8,8,6,11,7,7,5,4,6,8,11,10,7,5,6,5,7,8,6,6,7,6,8,8,10,9,5,6,5,5,5,10,10,7,4,7,6,6,12,10,7,7,8,5,7,15,9,8,6,4,5,10,8,12,8,5,4,4,7,8,12,5,5,8,5,9,11,7,9,7,7,5,9,10,10,6,6,7,3,7,12,7,8,7,6,6,11,9,7,7,5,7,5,9,11,8,6,5,8,7,8,12,8,6,5,7,5,6,11,11,7,8,7,7,10,11,7,7,6,5,5,6,13,8,9,9,5,5,9,10,8,8,6,9,7,10,11,14,7,8,5,9,10,9,11,10,6,6,5,10,12,10,7,7,6,7,7,9,12,7,10,7,4,6,10,12,9,6,8,7,8,14,9,9,8,8,6,11,16,10,8,9,6,6,7,7,8,10,6,8,8,9,9,10,9,8,7,7,11,10,14,9,4,7,6,11,10,11,6,6,8,5,11,15,14,11,9,8,7,9,11,13,9,9,7,6,10,12,18,12,8,7,7,8,11,11,8,8,8,2,6,10,12,7,11,9,10,11,8,9,8,6,9,7,10,16,16,8,5,5,8,10,10,13,7,5,4,5,12,12,11,9,6,7,6,8,11,11,8,9,7,9,8,11,13,10,6,7,8,6,12,8,7,8,7,5,12,12,13,12,7,8,8,7,16,12,8,5,5,7,7,14,11,6,7,6,5,5,13,10,13,10,10
HOUSEHOLD_3_003_CA_2_validation,HOUSEHOLD_3_003,HOUSEHOLD_3,HOUSEHOLD,CA_2,CA,8,7,14,10,15,8,14,9,13,17,16,13,12,11,11,8,16,19,16,11,11,9,10,14,19,23,12,14,11,10,14,18,18,10,8,12,12,17,19,20,15,14,9,8,13,18,16,8,16,10,11,18,10,15,12,11,11,14,17,22,18,9,7,8,11,15,18,16,19,10,14,11,15,24,23,13,14,12,11,16,16,17,12,14,11,8,13,7,16,14,12,16,12,17,13,17,12,10,10,7,11,23,18,12,12,15,11,17,16,16,15,17,15,12,16,25,21,7,10,13,7,13,17,18,13,12,14,11,14,15,23,12,10,13,9,14,21,17,21,13,14,7,13,16,15,16,16,13,11,14,25,27,15,16,13,13,12,19,21,18,11,7,10,19,14,15,15,13,14,9,15,26,15,19,10,15,11,12,19,22,15,16,16,9,12,15,16,18,15,11,12,21,29,21,7,14,15,13,19,23,15,12,13,16,10,18,23,26,15,9,15,17,19,18,16,12,19,12,10,16,20,27,12,17,13,15,23,22,19,16,14,9,16,18,17,12,8,16,11,11,19,20,23,16,14,9,10,19,19,26,23,16,17,14,16,23,29,14,11,10,12,14,30,22,19,13,10,9,14,24,23,18,10,14,10,19,25,16,19,21,16,12,17,22,18,17,11,8,13,18,20,16,17,12,13,18,20,17,16,17,11,8,14,19,25,23,16,13,15,17,16,18,17,14,15,8,14,21,15,17,17,15,16,13,23,22,18,13,17,14,15,21,14,17,13,13,13,16,23,22,21,14,15,15,16,22,13,22,22,14,18,13,20,19,17,20,18,15,10,19,30,31,16,10,17
HOUSEHOLD_3_004_CA_2_validation,HOUSEHOLD_3_004,HOUSEHOLD_3,HOUSEHOLD,CA_2,CA,12,10,21,23,21,10,15,12,11,18,21,13,18,16,11,13,19,13,17,8,15,14,10,16,19,11,19,14,12,12,19,14,16,16,17,6,14,14,20,20,12,10,13,17,13,17,15,14,11,10,13,12,29,15,19,19,16,15,20,23,25,15,16,16,14,16,24,19,14,16,14,14,18,24,26,15,13,14,6,20,18,28,18,17,16,11,16,15,27,12,14,17,17,17,15,22,17,16,13,12,15,23,24,17,14,17,13,18,23,16,13,14,12,13,21,26,23,19,18,17,16,14,14,18,15,18,14,12,19,26,25,15,12,12,13,14,28,17,11,15,13,14,16,25,26,15,17,19,15,15,25,16,13,20,15,18,20,21,22,18,22,16,11,18,26,17,17,15,16,13,13,24,26,22,18,10,10,15,32,25,27,20,15,12,20,29,28,16,23,15,17,20,23,14,13,19,17,16,25,20,21,16,11,12,11,13,20,23,24,12,18,15,21,26,14,14,18,15,9,19,28,17,16,21,17,19,18,31,19,21,14,17,16,23,20,25,18,20,13,10,13,24,22,17,15,20,14,25,28,19,18,22,19,18,22,23,32,20,20,16,11,22,35,28,21,14,21,19,13,31,23,20,14,16,11,17,29,21,20,17,24,13,19,23,32,19,16,18,12,15,28,25,16,18,22,16,12,34,35,21,18,11,12,20,23,22,20,15,21,15,23,30,27,19,21,20,9,15,24,19,16,16,15,11,20,35,24,22,17,17,15,25,23,26,17,20,13,18,22,21,35,22,14,17,10,14,35,19,23,22,13,22,22,28,21,16,10,14,20,17,23,19,14,21,13
HOUSEHOLD_3_005_CA_2_validation,HOUSEHOLD_3_005,HOUSEHOLD_3,HOUSEHOLD,CA_2,CA,5,3,6,9,6,6,6,3,3,3,8,10,5,5,6,5,5,11,8,5,5,5,4,8,10,8,6,4,4,3,6,8,5,7,4,5,5,8,10,10,7,5,4,4,9,8,8,8,5,4,6,5,9,8,6,2,6,5,7,9,8,5,5,5,5,6,10,7,5,6,7,3,6,10,9,7,5,2,5,7,11,7,8,5,4,4,8,7,9,5,5,3,6,6,10,8,7,5,6,5,7,7,7,5,7,6,5,6,7,8,9,6,7,5,8,8,8,5,6,5,5,5,10,9,6,6,5,9,8,9,10,6,5,6,6,9,6,8,7,7,6,4,8,10,9,5,5,7,6,7,9,12,6,6,4,5,5,10,11,8,5,3,5,9,6,8,7,5,3,4,6,6,11,9,6,6,3,7,8,9,3,5,6,5,9,8,4,8,7,7,5,8,14,5,7,8,6,5,5,13,11,9,6,5,5,10,9,12,7,5,3,6,9,7,12,5,7,7,7,4,12,9,6,7,7,3,6,12,10,7,5,6,7,11,9,11,10,4,8,6,8,9,8,6,5,6,7,6,9,10,5,7,6,4,9,9,11,7,5,6,7,11,11,8,7,6,6,5,6,12,11,7,8,7,4,7,13,9,6,7,6,6,8,9,8,5,5,7,7,7,7,12,9,7,4,6,9,12,10,6,6,8,6,6,14,12,10,8,5,6,9,8,7,9,8,9,5,5,10,12,7,7,5,7,10,9,9,6,4,5,4,10,13,9,8,8,7,8,9,14,10,7,8,7,5,7,11,6,7,5,6,5,10,12,10,7,8,8,6,11,10,11,7,6,6
